rotten_tomatoes_link,movie_title,movie_info,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,binned
m/passengers_2016,Passengers,"On a routine journey through space to a new home, two passengers, sleeping in suspended animation, are awakened 90 years too early when their ship malfunctions. As Jim and Aurora face living the rest of their lives on board, with every luxury they could ever ask for, they begin to fall for each other, unable to deny their intense attraction until they discover the ship is in grave danger. With the lives of 5,000 sleeping passengers at stake, only Jim and Aurora can save them all.",PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Morten Tyldum,Jon Spaihts,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne, Andy Garcia, Vince Foster, Kara Flowers, Conor Brophy, Julee Cerda, Aurora Perrineau, Lauren Farmer, Emerald Mayne, Kristin Brock, Tom Ferrari, Quansae Rutledge, Desmond Reid, Emma Clarke, Emma Clarke, Chris Edgerly, Fred Melamed, Matt Corboy, Jesus Mendoza, Alpha Takahashi, Matthew Wolf, Jean, Jean-Michel Richaud, Jon Spaihts, Curtis Grecco, Joy Spears",2016-12-21,2017-03-14,111.0,Columbia Pictures,Rotten,31.0,281.0,Upright,63.0,55175.0,51,86,196,FLOP
m/passion_2013,Passion,"A power struggle between two advertising executives (Rachel McAdams, Noomi Rapace) escalates after one steals the other's idea for a new campaign.",R,"Drama, Mystery & Suspense",Brian DePalma,"Alain Corneau, Brian DePalma","Rachel McAdams, Noomi Rapace, Paul Anderson, Karoline Herfurth, Rainer Bock, Benjamin Sadler, Michael Rotschopf, Max Urlacher, Dominic Raacke, Trystan Pütter",2013-08-30,2016-06-17,100.0,Entertainment One,Rotten,33.0,75.0,Spilled,25.0,7389.0,22,25,50,FLOP
m/passion_play,Passion Play,A washed-up musician (Mickey Rourke) tries to protect an enigmatic winged woman (Megan Fox) from a merciless gangster (Bill Murray) who wants her all to himself.,R,"Drama, Mystery & Suspense",Mitch Glazer,Mitch Glazer,"Mickey Rourke, Megan Fox, Bill Murray, Kelly Lynch, Rhys Ifans",2011-05-06,2016-09-06,94.0,Image Entertainment,Rotten,3.0,33.0,Spilled,17.0,2748.0,11,1,32,FLOP
m/passione,Passione,"Actor John Turturro examines the musical culture of Naples, Italy, in this documentary. Arguing that the city's music has been influenced by its many residents and invaders, from the ancient Greeks to American troops occupying the country after World War II, Turturro presents musicians performing both old and new material. Among the artists are sultry singer M'barka ben Taleb, and saxophonist James Senese, whose Italian mother and unknown black American father equally inform his work.",NR,"Documentary, Musical & Performing Arts",John Turturro,"Federico Vacalebre, John Turturro","John Turturro, Mina, Avion Travel, Mísia, Pietra Montecorvino, Massimo Ranieri, Lina Sastri, M'Barka Ben Taleb, Gennaro Cosmo Parlato, Peppe Barra, Angela Luce, Max Casella, Raiz, James Senese, Fausto Cigliano, Fiorenza Calogero, Fiorello, Daniela Fiorentino, Lorena Tamaggio, Enzo Avitabile, Pino Daniele",2011-06-22,2017-02-11,90.0,Cinecittà Luce,Fresh,89.0,38.0,Upright,62.0,325.0,19,34,4,HIT
m/patch_town_2014,Patch Town,A man (Rob Ramsay) learns horrifying secrets while working in a factory where babies are transformed into dolls and sold to children.,NR,"Action & Adventure, Comedy, Science Fiction & Fantasy",Craig Goodwill,"Christopher Bond, Jessie Gabe","Zoie Palmer, Julian Richings, Jon Cor, Scott Thompson, Rob Ramsay",2015-06-05,2017-03-26,84.0,Kino Lorber Films,Fresh,75.0,8.0,Spilled,57.0,248.0,2,6,2,AVG
m/patema_inverted,Patema Inverted,Patema and Age leave their community's tunnels to find out why gravity was reversed by an energy experiment.,NR,Animation,Yasuhiro Yoshiura,Yasuhiro Yoshiura,"Masayuki Katou, Masayuki Kato, Nobuto Okamoto, Shintarô Oohata, Shinya Fukumatsu, Yukiyo Fujii, Hiroki Hayashi, Maaya Uchida, Takaya Hashi, Gou Shinomiya, Yu Shimamura, Tomoyuki Shimura, Shunsuke Itô, Yuka Keicho, Genki Muro",2014-08-29,2016-08-10,99.0,GKIDS,Fresh,73.0,15.0,Upright,79.0,880.0,7,11,4,AVG
m/paterson,Paterson,"Paterson (Adam Driver) is a hardworking bus driver in Paterson, N.J., who follows the same routine every day. He observes the city and listens to fragments of conversations while picking up and dropping off his passengers. Paterson also writes heartfelt poems in a notebook, walks his dog and drinks one beer in a bar after his shift is over. Waiting for him at home is Laura (Golshifteh Farahani), his beloved wife who champions his gift for writing.",R,"Comedy, Drama",Jim Jarmusch,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Barry Shabaka Henley, Chasten Harmon, William Jackson Harper, Brian McCarthy, Luis Da Silva Jr., Jared Gilman, Kara Hayward, Method Man, Sterling Jerins, Jaden Michael, Masatoshi Nagase, Nellie, Rizwan Manji, Dominic Liriano, Frank Harts, Johnnie Mae, Trevor Parham, Troy Parham, Kacey Cockett, Helen-Jean Arthur, Joan Kendall, Owen Asztalos, Jorge Vega, Sophia Muller",2016-12-28,2017-03-21,118.0,K5 International,Certified-Fresh,96.0,258.0,Upright,72.0,16106.0,47,249,10,HIT
m/patient_zero_2016,Patient Zero,"A supervirus has turned humankind into highly intelligent, streamlined killers, and an asymptomatic victim (Matt Smith) who can communicate with the infected must lead the last survivors on a hunt for Patient Zero and a cure.",R,"Action & Adventure, Drama, Horror",Stefan Ruzowitzky,Mike Le,"Natalie Dormer, Stanley Tucci, Clive Standen, John Bradley",2018-09-14,2019-04-23,86.0,Vertical Entertainment,Rotten,14.0,7.0,Spilled,23.0,647.0,1,1,6,FLOP
m/patrick_2019,Patrick,A teacher's life gets turned upside down when she inherits her grandmother's cute but mischievous pug.,NR,"Drama, Special Interest",Mandie Fletcher,"Mandie Fletcher, Vanessa Davies","Cherie Lunghi, Emilia Jones, Emily Atack, Gemma Jones, Jennifer Saunders",2019-02-15,2019-03-12,94.0,Screen Media Films,Rotten,38.0,34.0,Spilled,59.0,105.0,7,13,21,FLOP
m/patrick_evil_awakens,Patrick: Evil Awakens,"A comatose patient, the subject of a scientist's (Charles Dance) cruel experiments, uses his psychic powers to bring an innocent nurse (Sharni Vinson) under his control.",NR,"Horror, Mystery & Suspense",Mark Hartley,"Mark Hartley, Justin King","Sharni Vinson, Rachel Griffiths, Charles Dance, Jackson Gallagher, Peta Sergeant, Damon Gameau, Martin Crewes, Eliza Taylor, Simone Buchanan, Shane Nagle, Chris Fortuna, Rod Mullinar, Camilla Jackson, Maria Mercedes, Brendan Bacon, Carole-Ann Aylett",2014-03-14,2016-06-29,95.0,Phase 4 Films,Fresh,73.0,22.0,Spilled,29.0,2354.0,4,16,6,AVG
m/patriocracy,Patriocracy,"Former Wyoming Sen. Alan Simpson, Bob Schieffer, Eleanor Clift and others discuss America's political divide and how it has harmed the country.",NR,"Documentary, Special Interest",Brian Malone,Brian Malone,"Alan Simpson, Bob Schieffer, Eleanor Clift, Pat Buchanan, Mark Warner, Senator Mark Warner, Kent Conrad",2012-03-02,2017-03-13,88.0,Cinema Libre Studio,Rotten,43.0,7.0,Upright,77.0,133.0,2,3,4,FLOP
m/patriots_day_2016,Patriots Day,"Tragedy strikes on April 15, 2013, when two bombs explode during the Boston Marathon. In the aftermath of the attack, police Sgt. Tommy Saunders (Mark Wahlberg), FBI Special Agent Richard DesLauriers (Kevin Bacon) and Commissioner Ed Davis (John Goodman) join courageous survivors, first responders and other investigators in a race against the clock to hunt down the suspects and bring them to justice.",R,Drama,Peter Berg,"Matt Cook, Peter Berg, Joshua Zetumer","Mark Wahlberg, J.K. Simmons, John Goodman, Michelle Monaghan, Kevin Bacon, Jimmy O. Yang, Vincent Curatola, Alex Wolff, Jake Picking",2017-01-13,2017-03-22,130.0,CBS Films,Certified-Fresh,80.0,235.0,Upright,86.0,26091.0,50,189,46,AVG
m/paul,Paul,"For the past 60 years, a wisecracking alien named Paul (Seth Rogen) has resided at a top-secret military base in America's UFO heartland. When Paul decides he has had enough of Earth, he escapes from the compound and hops on the first handy vehicle -- a rented RV manned by two British sci-fi nerds named Graeme (Simon Pegg) and Clive (Nick Frost). With federal agents and the father of an accidental kidnap victim on their tail, the two hatch a crazy plan to help Paul return to his spaceship.",R,"Art House & International, Comedy, Science Fiction & Fantasy",Greg Mottola,"Simon Pegg, Nick Frost","Simon Pegg, Nick Frost, Jason Bateman, Kristen Wiig, Bill Hader, Blythe Danner, Joe Lo Truglio, John Carroll Lynch, Jane Lynch, David Koechner, Jesse Plemons, Michael Powell, Sigourney Weaver, Steven Spielberg, Jeffrey Tambor, Jennifer Granger, Nelson Ascencio, Brett Michael Jones, Mia Stallard, Mark Sivertsen, David House, Syd Masters, Michael Miller, Gary Roller, Oliver O'Shea, Lonnie Otha-Mayer, Will Veitch, Mike Miller, Lori Dillen, Joe Berryman, Jeremy Owen, J. Todd Anderson, Diego Deane, Seth Rogen",2011-03-18,2016-01-05,104.0,Universal Pictures,Fresh,70.0,205.0,Upright,62.0,330651.0,49,144,61,AVG
m/paul_apostle_of_christ,"Paul, Apostle of Christ","Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.",PG-13,Drama,Andrew Hyatt,Andrew Hyatt,"Jim Caviezel, James Faulkner, Olivier Martinez, Joanne Whalley, John Lynch",2018-03-23,2018-06-12,108.0,Affirm Films,Rotten,46.0,39.0,Upright,81.0,1638.0,10,18,21,FLOP
m/paul_blart_mall_cop_2,Paul Blart: Mall Cop 2,"Six years after he saved the day at his beloved New Jersey shopping mall, security guard Paul Blart (Kevin James) is taking a well-deserved vacation. In recognition for his hard work, he's won an all-expenses-paid trip to a security convention in Las Vegas, and decides to take his teenage daughter, Maya (Raini Rodriguez), with him. True to form, however, Paul just can't relax and take it easy, so when he uncovers a criminal threat to the hotel, he springs into action.",PG,"Comedy, Kids & Family",Andy Fickman,"Kevin James, Andy Fickman, Nick Bakay","Kevin James, Raini Rodriguez, Neal McDonough, Shirley Knight, Daniella Alonso, Eduardo Verástegui, David Henrie, Gary Valentine, Ana Gasteyer, Nicholas Turturro, Loni Love, Shelly Desai, Vic Dibitetto, D.B. Woodside, Bas Rutten, Steffiana De La Cruz, Leif Gantvoort, Chelsea Vincent, Geovanni Gopradi, Conrad Goode, Nico Santos, Bob Clendenin, Jackie Benoit, Eric Genuis, Lauren Ash, Jackie Sandler, Steve Wynn, Andrea Wynn, Nikki Tyler-Flynn, Hudson West, Greg Vaccariello, Daniel Guire, Chris Monty, Scott Henry, Ryan Parsons, Max Alexander, Mike Burton, George Klein, Richie Minervini, Paula Trickey, Nichelle Hines, John Joseph, Sean Christie, Javier DelPrado, Rob Magnotti, Chris Titone, Leif Manson, Zachary Morris, Joe Childs, Brian Thoe, Daryl Morris, Mark DellaGrotte, Deven May, Jared Sandler, Lorenzo James Henrie, Todd Garner, James K. Shea, Sienna James, LaToya Tonodeo, Ryan Hanna King, Gabriel E. Nunez, Cory DeMeyers, Molly Shannon",2015-04-17,2016-11-30,94.0,Sony Pictures,Rotten,5.0,61.0,Spilled,33.0,37520.0,17,3,58,FLOP
m/paul_williams_still_alive_2011,Paul Williams Still Alive,"Filmmaker and longtime fan Stephen Kessler's portrait of the award-winning 1970s singer-songwriter-actor, who disappeared for much of the 1980s and '90s, but still performs today.",PG-13,"Comedy, Documentary, Musical & Performing Arts, Special Interest",Stephen Kessler,Stephen Kessler,"Dick Clark, Johnny Carson, Karen Carpenter, Richard Carpenter, Robert Blake, Barbra Streisand, John Travolta, Stephen Kessler, Mariana Williams, Chris Caswell, Dustin Hoffman, Burt Reynolds, Helen Reddy, Angie Dickinson, Willie Nelson, Warren Beatty, Telly Savalas, Deborah Harry, Gabe Kaplan, Peter Lawford, Toni Tennille, Daryl Dragon, Pat McCormick, Jason Mraz, Jack Klugman, Tony Randall, Ed McMahon, Robert Redford, Loretta Swit, Paul Williams",2012-06-08,2016-03-22,84.0,Abramorama,Fresh,97.0,32.0,Upright,77.0,857.0,15,31,1,HIT
m/pawn_sacrifice,Pawn Sacrifice,American chess legend Bobby Fischer (Tobey Maguire) and Soviet Grandmaster Boris Spassky (Liev Schreiber) enthrall the world with their intense battle of wills and strategy during the 1972 World Chess Championship.,PG-13,Drama,Edward Zwick,"Stephen J. Rivele, Christopher Wilkinson, Steven Knight","Tobey Maguire, Peter Sarsgaard, Liev Schreiber, Michael Stuhlbarg, Lily Rabe, Robin Weigert, Edward Zinoviev, Alexandre Gorchkov, Seamus Davey Fitzpatrick, Seamus Davey-Fitzpatrick, Aiden Lovekamp, Sophie Nélisse, Evelyne Brochu, Conrad Pla, Vitali Makarov, Brett Watson, Igor Ovadis, Bobo Vian, Shawn Campbell, Kathryn Nolan, Joe Cobden, Brent Skagford, John Maclaren, Jonathan Dubsky, Mark Slacke, Yanick Bousquet, Shanugasunder Chetty, Mohsen ElGharbi, Andrew Peplowski, David Pryde, Roc LaFortune, Vito DeFilippo, Basil McKenna, Ellen David, Rosa Ruby Kagan, Arthur Holden, Richard Jutras, Al Goulem, Carlo Mestroni, Spiro Malandrakis, Glen Bowser, Zach Fraser, Raphael Grosz-Harvey, Alexandra VanLoon, Sam Stone, Matt Keys, Ilia Volok, Edward Yankie, Al Vandecruys, Christopher DeCourcy-Ireland, Christopher DeCourcy, Olga Martchenko, Al Dubois, François Cote, Marco Verdoni, François Ducharme, Ivan Freud, Maurice Demers, Stephen Walters, Norman Roy",2015-09-25,2016-04-27,114.0,Bleecker Street,Fresh,72.0,115.0,Upright,66.0,13528.0,29,83,32,AVG
m/payback_2012,Payback,"Filmmaker Jennifer Baichwal uses essays by Margaret Atwood to explore different forms of debt and how they shape relationships, societies and the future.",PG,"Documentary, Special Interest",Jennifer Baichwal,Jennifer Baichwal,"Margaret Atwood, Raj Patel, Louise Arbour, Conrad Black, Karen Armstrong, William Rees, Lucas Benitez, Gerardo Reyes Chávez, Casi Callaway, Gjon Biba, Gjergi Lala, Agim Loci, Gjin Marku, Donika Prenaga, Gjin Prenaga, Liliana Prenaga, Llesh Prenaga, Lorenco Prenaga, Pashke Prenaga, Ilir Prenga, Petrit Prenga, Zef Sinani, Florence Barran, Paul Mohammed, Francis Dolan, Gregorio Venegas, Eric Schlosser, Rodney Lyons",2012-04-25,2017-02-17,86.0,Zeitgeist Films,Fresh,73.0,15.0,Spilled,54.0,216.0,10,11,4,AVG
m/paydirt,Paydirt,A parolee teams up with his old crew to find a buried bag of cash that was stolen a decade ago during a DEA bust gone wrong.,NR,"Action & Adventure, Mystery & Suspense",Christian Sesma,Christian Sesma,"Luke Goss, Mike Hatton, Val Kilmer, Paul Sloan, Nick Vallelonga",2020-08-07,2020-08-07,85.0,Uncork'd Entertainment,Rotten,22.0,9.0,Spilled,25.0,8.0,2,2,7,FLOP
m/peace_love_and_misunderstanding,"Peace, Love, & Misunderstanding","With her divorce looming, a lawyer (Catherine Keener) ventures to upstate New York with her children in tow to visit her hippie mother (Jane Fonda), whom she hasn't seen in 20 years.",R,"Comedy, Drama, Kids & Family",Bruce Beresford,"Christina Mengert, Joseph Muszynski, Christine Mengert","Jane Fonda, Catherine Keener, Elizabeth Olsen, Chace Crawford, Jeffrey Dean Morgan, Kyle MacLachlan, Rosanna Arquette, Nat Wolff, Joseph Dunn, Ann Osmond, Teri Gibson, Robert Bowen, Jr., Joyce Van Patten, Maddie Corman, Denise Burse, Poorna Jagannathan, Terry McKenna, Marissa O'Donnell, Katharine McPhee, Wayne Pyle, Alison Ball, Laurent Rejto, Edward Morgan, Kai Beck, Dana Chaifetz, Joe ""Jaz"" Scalfari, April Crisafulli, Michael Patrick Burke, Don Stitt",2012-06-08,2016-12-05,96.0,IFC Films,Rotten,30.0,71.0,Spilled,39.0,7614.0,28,21,50,FLOP
m/pearl_jam_twenty,Pearl Jam Twenty,Filmmaker and music journalist Cameron Crowe pays tribute to the Seattle-based band's 20th anniversary with interviews and rare concert footage.,NR,"Documentary, Musical & Performing Arts",Cameron Crowe,Cameron Crowe,"Pearl Jam, Jeff Ament, Matt Cameron, Chris Cornell, Eddie Vedder, Layne Staley, Mike McCready, Stone Gossard, Kurt Cobain, Neil Young",2011-09-23,2017-01-03,119.0,Abramorama,Fresh,68.0,28.0,Upright,89.0,2499.0,14,19,9,AVG
m/peep-world,Peep World,"Revelations arise when members (Michael C. Hall, Sarah Silverman) of a dysfunctional Jewish family gather to celebrate the patriarch's (Ron Rifkin) 70th birthday.",R,Comedy,Barry W. Blaustein,Peter Himmelstein,"Michael C. Hall, Rainn Wilson, Sarah Silverman, Ben Schwartz, Judy Greer, Kate Mara, Taraji P. Henson, Ron Rifkin, Lesley Ann Warren, Alicia Witt, Stephen Tobolowsky, Lewis Black",2011-03-25,2016-11-30,89.0,IFC Films,Rotten,25.0,28.0,Spilled,22.0,8620.0,9,7,21,FLOP
m/peeples,Peeples,"After a year of living with girlfriend Grace (Kerry Washington), Wade Walker (Craig Robinson) is eager to propose to her, but she's still reluctant to introduce him to her snobbish family. When Grace leaves for a gathering at her parents' swanky compound, he hatches a plan to crash the assemblage, charm her folks, and slip a ring on her finger. However, his scheme soon goes awry, and Wade realizes that his only chance of marrying her is a take-no-prisoners confrontation with her father.",PG-13,Comedy,Tina Gordon Chism,Tina Gordon Chism,"Kerry Washington, David Alan Grier, S. Epatha Merkerson, Tyler James Williams, Tyler Williams, Melvin Van Peebles, Diahann Carroll, Malcolm Barrett, Kali Hawk, Kimrie Lewis, Ana Gasteyer, Briana Marin, Angelee Areu, Tuffy Questell, Jerome Preston Bates, Jordan Hall, Sylvia Kauders, Wade Allain-Marcus, Emilio Delgado, Christopher Gates, Catherine Pierce, Linda Thompson Williams",2013-05-10,2015-11-21,95.0,Lionsgate Films,Rotten,38.0,63.0,Spilled,49.0,17506.0,28,24,39,FLOP
m/pele_birth_of_a_legend_2016,Pelé: Birth of a Legend,"Under guidance from manager Vicente Feola (Vincent D'Onofrio), young Pelé (Kevin de Paula) utilizes his street soccer skills to lead Brazil to the World Cup in 1958.",PG,"Drama, Sports & Fitness","Jeff Zimbalist, Michael Zimbalist","Jeff Zimbalist, Michael Zimbalist","Seu Jorge, Mariana Nunes, Diego Boneta, Colm Meaney, Rodrigo Santoro, Vincent D'Onofrio, Leonardo Lima Carvalho, Kevin de Paula, Nathan Alves Rosseto, Rafael Henrique DeSouza Reuther, Julio Levy, Theo Rodrigues Coelho Lima, Jovana, Raphael Benicio Thome, Daniel DeAraujo, Antonio Karabachian, Jose Victor Pires DaFonseca, Bruce Gomlevski, Lui Mendes, Milton Gonçalves, Tarciso Rossi, Carey Strella, Gabriel Vinicius Reis-DeOliveira, Gabriel Vinicius Reis DeOliveira, André Mattos, Alvaro Diniz, Fernando Caruso, Jorge Xavier, Icaro Amado, Felipe Simas, Guilherme Martins, Arthur Macedo, Mailson Moura, Milson Ferreira, Fernando Pitt, Duda Monteiro DosSantos, Garcia Junior, Gustavo Mascarenhas Ribas, Sergio Menezes, Charles Myara, Raffaele Casuccio, Alex Bilbao, Fabiano Bandeira, Thiago Rocha, Cinara Leal, Agusto Madeira, Emmanuel Pasqualini, Jon Coterill, Arthur Murphy, Jerome Franz, Ricardo Accola, Roger Haag, Arthur Jansen, Lin Mo Shi, Ivan Orlic",2016-05-13,2016-10-14,107.0,IFC Films,Rotten,33.0,30.0,Upright,69.0,1544.0,11,10,20,FLOP
